model,rep,method,alpha,penalize_diag,target,lambda,edges,F1,MCC,TP,TN,FP,FN,KL,L2,SP,PRAUC,ROCAUC
7,30,gelnet,0.2,FALSE,None,1,1430,0.34782608695652173,NA,304,3506,1126,14,21.91837797550454,52.05690008322036,15.445411218190872,0.7406961372973743,0.946238092134563
7,30,gelnet,0.35,FALSE,None,1,717,0.5357833655705996,NA,277,4193,439,41,35.58001746757864,53.646887297082266,15.724801880905064,0.7283922837037546,0.914916468428542
7,30,gelnet,0.5,FALSE,None,1,154,0.5635593220338984,NA,133,4611,21,185,82.40655199423563,54.74635640248146,15.947395016315204,0.6678281366095505,0.7074076563365594
7,30,gelnet,0.65,FALSE,None,0.7498942093324559,181,0.5851703406813628,NA,146,4597,35,172,81.53067619414782,54.56162579934125,15.891303538063918,0.6684808704461888,0.7268971116976788
7,30,gelnet,0.8,FALSE,None,0.5956621435290109,199,0.6073500967117988,NA,157,4590,42,161,80.88489467552355,54.36954729012518,15.83524297577796,0.6781521283399304,0.7437079762331498
7,30,gelnet,0.2,FALSE,None,1,1430,0.34782608695652173,NA,304,3506,1126,14,21.91837797550454,52.05690008322036,15.445411218190872,0.7406961372973743,0.946238092134563
7,30,gelnet,0.35,FALSE,None,1,717,0.5357833655705996,NA,277,4193,439,41,35.58001746757864,53.646887297082266,15.724801880905064,0.7283922837037546,0.914916468428542
7,30,gelnet,0.5,FALSE,None,1,154,0.5635593220338984,NA,133,4611,21,185,82.40655199423563,54.74635640248146,15.947395016315204,0.6678281366095505,0.7074076563365594
7,30,gelnet,0.65,FALSE,None,0.7498942093324559,181,0.5851703406813628,NA,146,4597,35,172,81.53067619414782,54.56162579934125,15.891303538063918,0.6684808704461888,0.7268971116976788
7,30,gelnet,0.8,FALSE,None,0.5956621435290109,199,0.6073500967117988,NA,157,4590,42,161,80.88489467552355,54.36954729012518,15.83524297577796,0.6781521283399304,0.7437079762331498
7,30,gelnet,0.2,FALSE,None,1,1430,0.34782608695652173,NA,304,3506,1126,14,21.91837797550454,52.05690008322036,15.445411218190872,0.7406961372973743,0.946238092134563
7,30,gelnet,0.35,FALSE,None,1,717,0.5357833655705996,NA,277,4193,439,41,35.58001746757864,53.646887297082266,15.724801880905064,0.7283922837037546,0.914916468428542
7,30,gelnet,0.5,FALSE,None,1,154,0.5635593220338984,NA,133,4611,21,185,82.40655199423563,54.74635640248146,15.947395016315204,0.6678281366095505,0.7074076563365594
7,30,gelnet,0.65,FALSE,None,0.7498942093324559,181,0.5851703406813628,NA,146,4597,35,172,81.53067619414782,54.56162579934125,15.891303538063918,0.6684808704461888,0.7268971116976788
7,30,gelnet,0.8,FALSE,None,0.5956621435290109,199,0.6073500967117988,NA,157,4590,42,161,80.88489467552355,54.36954729012518,15.83524297577796,0.6781521283399304,0.7437079762331498
7,30,gelnet,0.2,FALSE,None,1,1430,0.34782608695652173,NA,304,3506,1126,14,21.91837797550454,52.05690008322036,15.445411218190872,0.7406961372973743,0.946238092134563
7,30,gelnet,0.35,FALSE,None,1,717,0.5357833655705996,NA,277,4193,439,41,35.58001746757864,53.646887297082266,15.724801880905064,0.7283922837037546,0.914916468428542
7,30,gelnet,0.5,FALSE,None,1,154,0.5635593220338984,NA,133,4611,21,185,82.40655199423563,54.74635640248146,15.947395016315204,0.6678281366095505,0.7074076563365594
7,30,gelnet,0.65,FALSE,None,0.7498942093324559,181,0.5851703406813628,NA,146,4597,35,172,81.53067619414782,54.56162579934125,15.891303538063918,0.6684808704461888,0.7268971116976788
7,30,gelnet,0.8,FALSE,None,0.5956621435290109,199,0.6073500967117988,NA,157,4590,42,161,80.88489467552355,54.36954729012518,15.83524297577796,0.6781521283399304,0.7437079762331498
7,30,gelnet,0.2,FALSE,None,1,1430,0.34782608695652173,NA,304,3506,1126,14,21.91837797550454,52.05690008322036,15.445411218190872,0.7406961372973743,0.946238092134563
7,30,gelnet,0.35,FALSE,None,1,717,0.5357833655705996,NA,277,4193,439,41,35.58001746757864,53.646887297082266,15.724801880905064,0.7283922837037546,0.914916468428542
7,30,gelnet,0.5,FALSE,None,1,154,0.5635593220338984,NA,133,4611,21,185,82.40655199423563,54.74635640248146,15.947395016315204,0.6678281366095505,0.7074076563365594
7,30,gelnet,0.65,FALSE,None,0.7498942093324559,181,0.5851703406813628,NA,146,4597,35,172,81.53067619414782,54.56162579934125,15.891303538063918,0.6684808704461888,0.7268971116976788
7,30,gelnet,0.8,FALSE,None,0.5956621435290109,199,0.6073500967117988,NA,157,4590,42,161,80.88489467552355,54.36954729012518,15.83524297577796,0.6781521283399304,0.7437079762331498
7,30,gelnet,0.2,FALSE,None,1,1430,0.34782608695652173,NA,304,3506,1126,14,21.91837797550454,52.05690008322036,15.445411218190872,0.7406961372973743,0.946238092134563
7,30,gelnet,0.35,FALSE,None,1,717,0.5357833655705996,NA,277,4193,439,41,35.58001746757864,53.646887297082266,15.724801880905064,0.7283922837037546,0.914916468428542
7,30,gelnet,0.5,FALSE,None,1,154,0.5635593220338984,NA,133,4611,21,185,82.40655199423563,54.74635640248146,15.947395016315204,0.6678281366095505,0.7074076563365594
7,30,gelnet,0.65,FALSE,None,0.7498942093324559,181,0.5851703406813628,NA,146,4597,35,172,81.53067619414782,54.56162579934125,15.891303538063918,0.6684808704461888,0.7268971116976788
7,30,gelnet,0.8,FALSE,None,0.5956621435290109,199,0.6073500967117988,NA,157,4590,42,161,80.88489467552355,54.36954729012518,15.83524297577796,0.6781521283399304,0.7437079762331498
7,30,gelnet,0.2,FALSE,None,1,1430,0.34782608695652173,NA,304,3506,1126,14,21.91837797550454,52.05690008322036,15.445411218190872,0.7406961372973743,0.946238092134563
7,30,gelnet,0.35,FALSE,None,1,717,0.5357833655705996,NA,277,4193,439,41,35.58001746757864,53.646887297082266,15.724801880905064,0.7283922837037546,0.914916468428542
7,30,gelnet,0.5,FALSE,None,1,154,0.5635593220338984,NA,133,4611,21,185,82.40655199423563,54.74635640248146,15.947395016315204,0.6678281366095505,0.7074076563365594
7,30,gelnet,0.65,FALSE,None,0.7498942093324559,181,0.5851703406813628,NA,146,4597,35,172,81.53067619414782,54.56162579934125,15.891303538063918,0.6684808704461888,0.7268971116976788
7,30,gelnet,0.8,FALSE,None,0.5956621435290109,199,0.6073500967117988,NA,157,4590,42,161,80.88489467552355,54.36954729012518,15.83524297577796,0.6781521283399304,0.7437079762331498
7,31,glasso,0.2,TRUE,None,0.4466835921509635,184,0.5697211155378487,NA,143,4591,41,175,100.42143315512752,51.262582325654535,15.408576745652908,0.6406034332245092,0.7213752973571871
7,31,glasso,0.35,TRUE,None,0.4466835921509635,184,0.5697211155378487,NA,143,4591,41,175,100.42143315512752,51.262582325654535,15.408576745652908,0.6406034332245092,0.7213752973571871
7,31,glasso,0.5,TRUE,None,0.4466835921509635,184,0.5697211155378487,NA,143,4591,41,175,100.42143315512752,51.262582325654535,15.408576745652908,0.6406034332245092,0.7213752973571871
7,31,glasso,0.65,TRUE,None,0.4466835921509635,184,0.5697211155378487,NA,143,4591,41,175,100.42143315512752,51.262582325654535,15.408576745652908,0.6406034332245092,0.7213752973571871
7,31,glasso,0.8,TRUE,None,0.4466835921509635,184,0.5697211155378487,NA,143,4591,41,175,100.42143315512752,51.262582325654535,15.408576745652908,0.6406034332245092,0.7213752973571871
7,31,glasso,0.2,TRUE,Identity,0.4466835921509635,181,0.561122244488978,NA,140,4591,41,178,76.30846231868105,48.58497667236513,15.080542294709051,0.6406913980470038,0.7168127654489956
7,31,glasso,0.35,TRUE,Identity,0.4466835921509635,181,0.561122244488978,NA,140,4591,41,178,76.30846231868105,48.58497667236513,15.080542294709051,0.6406913980470038,0.7168127654489956
7,31,glasso,0.5,TRUE,Identity,0.4466835921509635,181,0.561122244488978,NA,140,4591,41,178,76.30846231868105,48.58497667236513,15.080542294709051,0.6406913980470038,0.7168127654489956
7,31,glasso,0.65,TRUE,Identity,0.4466835921509635,181,0.561122244488978,NA,140,4591,41,178,76.30846231868105,48.58497667236513,15.080542294709051,0.6406913980470038,0.7168127654489956
7,31,glasso,0.8,TRUE,Identity,0.4466835921509635,181,0.561122244488978,NA,140,4591,41,178,76.30846231868105,48.58497667236513,15.080542294709051,0.6406913980470038,0.7168127654489956
7,31,glasso,0.2,TRUE,vIdentity,0.4466835921509635,181,0.561122244488978,NA,140,4591,41,178,76.30846231868105,48.58497667236513,15.080542294709051,0.6406913980470038,0.7168127654489956
7,31,glasso,0.35,TRUE,vIdentity,0.4466835921509635,181,0.561122244488978,NA,140,4591,41,178,76.30846231868105,48.58497667236513,15.080542294709051,0.6406913980470038,0.7168127654489956
7,31,glasso,0.5,TRUE,vIdentity,0.4466835921509635,181,0.561122244488978,NA,140,4591,41,178,76.30846231868105,48.58497667236513,15.080542294709051,0.6406913980470038,0.7168127654489956
7,31,glasso,0.65,TRUE,vIdentity,0.4466835921509635,181,0.561122244488978,NA,140,4591,41,178,76.30846231868105,48.58497667236513,15.080542294709051,0.6406913980470038,0.7168127654489956
7,31,glasso,0.8,TRUE,vIdentity,0.4466835921509635,181,0.561122244488978,NA,140,4591,41,178,76.30846231868105,48.58497667236513,15.080542294709051,0.6406913980470038,0.7168127654489956
7,31,glasso,0.2,TRUE,Eigenvalue,0.4466835921509635,162,0.5625,NA,135,4605,27,183,41.8309142651384,38.80830071576041,13.899137398566296,0.655679234955862,0.7099922198325024
7,31,glasso,0.35,TRUE,Eigenvalue,0.4466835921509635,162,0.5625,NA,135,4605,27,183,41.8309142651384,38.80830071576041,13.899137398566296,0.655679234955862,0.7099922198325024
7,31,glasso,0.5,TRUE,Eigenvalue,0.4466835921509635,162,0.5625,NA,135,4605,27,183,41.8309142651384,38.80830071576041,13.899137398566296,0.655679234955862,0.7099922198325024
7,31,glasso,0.65,TRUE,Eigenvalue,0.4466835921509635,162,0.5625,NA,135,4605,27,183,41.8309142651384,38.80830071576041,13.899137398566296,0.655679234955862,0.7099922198325024
7,31,glasso,0.8,TRUE,Eigenvalue,0.4466835921509635,162,0.5625,NA,135,4605,27,183,41.8309142651384,38.80830071576041,13.899137398566296,0.655679234955862,0.7099922198325024
7,31,glasso,0.2,TRUE,MSC,0.4466835921509635,169,0.5708418891170431,NA,139,4602,30,179,52.41004924750859,43.370683750477966,14.546810147570996,0.6544683739007867,0.7159858680657389
7,31,glasso,0.35,TRUE,MSC,0.4466835921509635,169,0.5708418891170431,NA,139,4602,30,179,52.41004924750859,43.370683750477966,14.546810147570996,0.6544683739007867,0.7159858680657389
7,31,glasso,0.5,TRUE,MSC,0.4466835921509635,169,0.5708418891170431,NA,139,4602,30,179,52.41004924750859,43.370683750477966,14.546810147570996,0.6544683739007867,0.7159858680657389
7,31,glasso,0.65,TRUE,MSC,0.4466835921509635,169,0.5708418891170431,NA,139,4602,30,179,52.41004924750859,43.370683750477966,14.546810147570996,0.6544683739007867,0.7159858680657389
7,31,glasso,0.8,TRUE,MSC,0.4466835921509635,169,0.5708418891170431,NA,139,4602,30,179,52.41004924750859,43.370683750477966,14.546810147570996,0.6544683739007867,0.7159858680657389
7,31,glasso,0.2,TRUE,Regression,0.4466835921509635,162,0.5625,NA,135,4605,27,183,41.8309142651384,38.80830071576041,13.899137398566296,0.655679234955862,0.7099922198325024
7,31,glasso,0.35,TRUE,Regression,0.4466835921509635,162,0.5625,NA,135,4605,27,183,41.8309142651384,38.80830071576041,13.899137398566296,0.655679234955862,0.7099922198325024
7,31,glasso,0.5,TRUE,Regression,0.4466835921509635,162,0.5625,NA,135,4605,27,183,41.8309142651384,38.80830071576041,13.899137398566296,0.655679234955862,0.7099922198325024
7,31,glasso,0.65,TRUE,Regression,0.4466835921509635,162,0.5625,NA,135,4605,27,183,41.8309142651384,38.80830071576041,13.899137398566296,0.655679234955862,0.7099922198325024
7,31,glasso,0.8,TRUE,Regression,0.4466835921509635,162,0.5625,NA,135,4605,27,183,41.8309142651384,38.80830071576041,13.899137398566296,0.655679234955862,0.7099922198325024
7,31,glasso,0.2,TRUE,TrueDiag,0.4466835921509635,162,0.5625,NA,135,4605,27,183,41.8309142651384,38.80830071576041,13.899137398566296,0.655679234955862,0.7099922198325024
7,31,glasso,0.35,TRUE,TrueDiag,0.4466835921509635,162,0.5625,NA,135,4605,27,183,41.8309142651384,38.80830071576041,13.899137398566296,0.655679234955862,0.7099922198325024
7,31,glasso,0.5,TRUE,TrueDiag,0.4466835921509635,162,0.5625,NA,135,4605,27,183,41.8309142651384,38.80830071576041,13.899137398566296,0.655679234955862,0.7099922198325024
7,31,glasso,0.65,TRUE,TrueDiag,0.4466835921509635,162,0.5625,NA,135,4605,27,183,41.8309142651384,38.80830071576041,13.899137398566296,0.655679234955862,0.7099922198325024
7,31,glasso,0.8,TRUE,TrueDiag,0.4466835921509635,162,0.5625,NA,135,4605,27,183,41.8309142651384,38.80830071576041,13.899137398566296,0.655679234955862,0.7099922198325024
7,31,glasso,0.2,FALSE,None,0.4466835921509635,181,0.561122244488978,NA,140,4591,41,178,73.88615548903095,48.18666515259734,15.033401640792508,0.6401856598341262,0.7168148021420578
7,31,glasso,0.35,FALSE,None,0.4466835921509635,181,0.561122244488978,NA,140,4591,41,178,73.88615548903095,48.18666515259734,15.033401640792508,0.6401856598341262,0.7168148021420578
7,31,glasso,0.5,FALSE,None,0.4466835921509635,181,0.561122244488978,NA,140,4591,41,178,73.88615548903095,48.18666515259734,15.033401640792508,0.6401856598341262,0.7168148021420578
7,31,glasso,0.65,FALSE,None,0.4466835921509635,181,0.561122244488978,NA,140,4591,41,178,73.88615548903095,48.18666515259734,15.033401640792508,0.6401856598341262,0.7168148021420578
7,31,glasso,0.8,FALSE,None,0.4466835921509635,181,0.561122244488978,NA,140,4591,41,178,73.88615548903095,48.18666515259734,15.033401640792508,0.6401856598341262,0.7168148021420578
7,31,glasso,0.2,FALSE,None,0.4466835921509635,181,0.561122244488978,NA,140,4591,41,178,73.88615548903095,48.18666515259734,15.033401640792508,0.6401856598341262,0.7168148021420578
7,31,glasso,0.35,FALSE,None,0.4466835921509635,181,0.561122244488978,NA,140,4591,41,178,73.88615548903095,48.18666515259734,15.033401640792508,0.6401856598341262,0.7168148021420578
7,31,glasso,0.5,FALSE,None,0.4466835921509635,181,0.561122244488978,NA,140,4591,41,178,73.88615548903095,48.18666515259734,15.033401640792508,0.6401856598341262,0.7168148021420578
7,31,glasso,0.65,FALSE,None,0.4466835921509635,181,0.561122244488978,NA,140,4591,41,178,73.88615548903095,48.18666515259734,15.033401640792508,0.6401856598341262,0.7168148021420578
7,31,glasso,0.8,FALSE,None,0.4466835921509635,181,0.561122244488978,NA,140,4591,41,178,73.88615548903095,48.18666515259734,15.033401640792508,0.6401856598341262,0.7168148021420578
7,31,glasso,0.2,FALSE,None,0.4466835921509635,181,0.561122244488978,NA,140,4591,41,178,73.88615548903095,48.18666515259734,15.033401640792508,0.6401856598341262,0.7168148021420578
7,31,glasso,0.35,FALSE,None,0.4466835921509635,181,0.561122244488978,NA,140,4591,41,178,73.88615548903095,48.18666515259734,15.033401640792508,0.6401856598341262,0.7168148021420578
7,31,glasso,0.5,FALSE,None,0.4466835921509635,181,0.561122244488978,NA,140,4591,41,178,73.88615548903095,48.18666515259734,15.033401640792508,0.6401856598341262,0.7168148021420578
7,31,glasso,0.65,FALSE,None,0.4466835921509635,181,0.561122244488978,NA,140,4591,41,178,73.88615548903095,48.18666515259734,15.033401640792508,0.6401856598341262,0.7168148021420578
7,31,glasso,0.8,FALSE,None,0.4466835921509635,181,0.561122244488978,NA,140,4591,41,178,73.88615548903095,48.18666515259734,15.033401640792508,0.6401856598341262,0.7168148021420578
7,31,glasso,0.2,FALSE,None,0.4466835921509635,181,0.561122244488978,NA,140,4591,41,178,73.88615548903095,48.18666515259734,15.033401640792508,0.6401856598341262,0.7168148021420578
7,31,glasso,0.35,FALSE,None,0.4466835921509635,181,0.561122244488978,NA,140,4591,41,178,73.88615548903095,48.18666515259734,15.033401640792508,0.6401856598341262,0.7168148021420578
7,31,glasso,0.5,FALSE,None,0.4466835921509635,181,0.561122244488978,NA,140,4591,41,178,73.88615548903095,48.18666515259734,15.033401640792508,0.6401856598341262,0.7168148021420578
7,31,glasso,0.65,FALSE,None,0.4466835921509635,181,0.561122244488978,NA,140,4591,41,178,73.88615548903095,48.18666515259734,15.033401640792508,0.6401856598341262,0.7168148021420578
7,31,glasso,0.8,FALSE,None,0.4466835921509635,181,0.561122244488978,NA,140,4591,41,178,73.88615548903095,48.18666515259734,15.033401640792508,0.6401856598341262,0.7168148021420578
7,31,glasso,0.2,FALSE,None,0.4466835921509635,181,0.561122244488978,NA,140,4591,41,178,73.88615548903095,48.18666515259734,15.033401640792508,0.6401856598341262,0.7168148021420578
7,31,glasso,0.35,FALSE,None,0.4466835921509635,181,0.561122244488978,NA,140,4591,41,178,73.88615548903095,48.18666515259734,15.033401640792508,0.6401856598341262,0.7168148021420578
7,31,glasso,0.5,FALSE,None,0.4466835921509635,181,0.561122244488978,NA,140,4591,41,178,73.88615548903095,48.18666515259734,15.033401640792508,0.6401856598341262,0.7168148021420578
7,31,glasso,0.65,FALSE,None,0.4466835921509635,181,0.561122244488978,NA,140,4591,41,178,73.88615548903095,48.18666515259734,15.033401640792508,0.6401856598341262,0.7168148021420578
7,31,glasso,0.8,FALSE,None,0.4466835921509635,181,0.561122244488978,NA,140,4591,41,178,73.88615548903095,48.18666515259734,15.033401640792508,0.6401856598341262,0.7168148021420578
7,31,glasso,0.2,FALSE,None,0.4466835921509635,181,0.561122244488978,NA,140,4591,41,178,73.88615548903095,48.18666515259734,15.033401640792508,0.6401856598341262,0.7168148021420578
7,31,glasso,0.35,FALSE,None,0.4466835921509635,181,0.561122244488978,NA,140,4591,41,178,73.88615548903095,48.18666515259734,15.033401640792508,0.6401856598341262,0.7168148021420578
7,31,glasso,0.5,FALSE,None,0.4466835921509635,181,0.561122244488978,NA,140,4591,41,178,73.88615548903095,48.18666515259734,15.033401640792508,0.6401856598341262,0.7168148021420578
7,31,glasso,0.65,FALSE,None,0.4466835921509635,181,0.561122244488978,NA,140,4591,41,178,73.88615548903095,48.18666515259734,15.033401640792508,0.6401856598341262,0.7168148021420578
7,31,glasso,0.8,FALSE,None,0.4466835921509635,181,0.561122244488978,NA,140,4591,41,178,73.88615548903095,48.18666515259734,15.033401640792508,0.6401856598341262,0.7168148021420578
7,31,glasso,0.2,FALSE,None,0.4466835921509635,181,0.561122244488978,NA,140,4591,41,178,73.88615548903095,48.18666515259734,15.033401640792508,0.6401856598341262,0.7168148021420578
7,31,glasso,0.35,FALSE,None,0.4466835921509635,181,0.561122244488978,NA,140,4591,41,178,73.88615548903095,48.18666515259734,15.033401640792508,0.6401856598341262,0.7168148021420578
7,31,glasso,0.5,FALSE,None,0.4466835921509635,181,0.561122244488978,NA,140,4591,41,178,73.88615548903095,48.18666515259734,15.033401640792508,0.6401856598341262,0.7168148021420578
7,31,glasso,0.65,FALSE,None,0.4466835921509635,181,0.561122244488978,NA,140,4591,41,178,73.88615548903095,48.18666515259734,15.033401640792508,0.6401856598341262,0.7168148021420578
7,31,glasso,0.8,FALSE,None,0.4466835921509635,181,0.561122244488978,NA,140,4591,41,178,73.88615548903095,48.18666515259734,15.033401640792508,0.6401856598341262,0.7168148021420578
7,31,rope,0.2,TRUE,None,1,4950,0.12072892938496584,NA,318,0,4632,0,44.321885175588505,50.67882509783402,15.312567883612356,0.6938341767854126,0.9203958516635709
7,31,rope,0.35,TRUE,None,1,4950,0.12072892938496584,NA,318,0,4632,0,44.321885175588505,50.67882509783402,15.312567883612356,0.6938341767854126,0.9203958516635709
7,31,rope,0.5,TRUE,None,1,4950,0.12072892938496584,NA,318,0,4632,0,44.321885175588505,50.67882509783402,15.312567883612356,0.6938341767854126,0.9203958516635709
7,31,rope,0.65,TRUE,None,1,4950,0.12072892938496584,NA,318,0,4632,0,44.321885175588505,50.67882509783402,15.312567883612356,0.6938341767854126,0.9203958516635709
7,31,rope,0.8,TRUE,None,1,4950,0.12072892938496584,NA,318,0,4632,0,44.321885175588505,50.67882509783402,15.312567883612356,0.6938341767854126,0.9203958516635709
7,31,rope,0.2,TRUE,Identity,1,4950,0.12082066869300911,NA,318,4,4628,0,21.668635489373287,46.5346864212653,14.785225051875216,0.6889847475990232,0.9195764221548756
7,31,rope,0.35,TRUE,Identity,1,4950,0.12082066869300911,NA,318,4,4628,0,21.668635489373287,46.5346864212653,14.785225051875216,0.6889847475990232,0.9195764221548756
7,31,rope,0.5,TRUE,Identity,1,4950,0.12082066869300911,NA,318,4,4628,0,21.668635489373287,46.5346864212653,14.785225051875216,0.6889847475990232,0.9195764221548756
7,31,rope,0.65,TRUE,Identity,1,4950,0.12082066869300911,NA,318,4,4628,0,21.668635489373287,46.5346864212653,14.785225051875216,0.6889847475990232,0.9195764221548756
7,31,rope,0.8,TRUE,Identity,1,4950,0.12082066869300911,NA,318,4,4628,0,21.668635489373287,46.5346864212653,14.785225051875216,0.6889847475990232,0.9195764221548756
7,31,rope,0.2,TRUE,vIdentity,1,4950,0.12082066869300911,NA,318,4,4628,0,21.668635489373287,46.5346864212653,14.785225051875216,0.6889847475990232,0.9195764221548756
7,31,rope,0.35,TRUE,vIdentity,1,4950,0.12082066869300911,NA,318,4,4628,0,21.668635489373287,46.5346864212653,14.785225051875216,0.6889847475990232,0.9195764221548756
7,31,rope,0.5,TRUE,vIdentity,1,4950,0.12082066869300911,NA,318,4,4628,0,21.668635489373287,46.5346864212653,14.785225051875216,0.6889847475990232,0.9195764221548756
7,31,rope,0.65,TRUE,vIdentity,1,4950,0.12082066869300911,NA,318,4,4628,0,21.668635489373287,46.5346864212653,14.785225051875216,0.6889847475990232,0.9195764221548756
7,31,rope,0.8,TRUE,vIdentity,1,4950,0.12082066869300911,NA,318,4,4628,0,21.668635489373287,46.5346864212653,14.785225051875216,0.6889847475990232,0.9195764221548756
7,31,rope,0.2,TRUE,Eigenvalue,1,4950,0.12072892938496584,NA,318,0,4632,0,99.39965245393668,29.8313590859769,12.325210771853282,0.6735433196836567,0.938251539739955
7,31,rope,0.35,TRUE,Eigenvalue,1,4950,0.12072892938496584,NA,318,0,4632,0,99.39965245393668,29.8313590859769,12.325210771853282,0.6735433196836567,0.938251539739955
7,31,rope,0.5,TRUE,Eigenvalue,1,4950,0.12072892938496584,NA,318,0,4632,0,99.39965245393668,29.8313590859769,12.325210771853282,0.6735433196836567,0.938251539739955
7,31,rope,0.65,TRUE,Eigenvalue,1,4950,0.12072892938496584,NA,318,0,4632,0,99.39965245393668,29.8313590859769,12.325210771853282,0.6735433196836567,0.938251539739955
7,31,rope,0.8,TRUE,Eigenvalue,1,4950,0.12072892938496584,NA,318,0,4632,0,99.39965245393668,29.8313590859769,12.325210771853282,0.6735433196836567,0.938251539739955
7,31,rope,0.2,TRUE,MSC,1,4950,0.12075185114866148,NA,318,1,4631,0,20.850656030764696,43.51812911682458,14.462682472101646,0.6564435762730298,0.9195506240427542
7,31,rope,0.35,TRUE,MSC,1,4950,0.12075185114866148,NA,318,1,4631,0,20.850656030764696,43.51812911682458,14.462682472101646,0.6564435762730298,0.9195506240427542
7,31,rope,0.5,TRUE,MSC,1,4950,0.12075185114866148,NA,318,1,4631,0,20.850656030764696,43.51812911682458,14.462682472101646,0.6564435762730298,0.9195506240427542
7,31,rope,0.65,TRUE,MSC,1,4950,0.12075185114866148,NA,318,1,4631,0,20.850656030764696,43.51812911682458,14.462682472101646,0.6564435762730298,0.9195506240427542
7,31,rope,0.8,TRUE,MSC,1,4950,0.12075185114866148,NA,318,1,4631,0,20.850656030764696,43.51812911682458,14.462682472101646,0.6564435762730298,0.9195506240427542
7,31,rope,0.2,TRUE,Regression,1,4950,0.12075185114866148,NA,318,1,4631,0,81.3171063365846,22.95695780988322,6.5804119758321,0.712311176087611,0.9620482614788022
7,31,rope,0.35,TRUE,Regression,1,4950,0.12075185114866148,NA,318,1,4631,0,81.3171063365846,22.95695780988322,6.5804119758321,0.712311176087611,0.9620482614788022
7,31,rope,0.5,TRUE,Regression,1,4950,0.12075185114866148,NA,318,1,4631,0,81.3171063365846,22.95695780988322,6.5804119758321,0.712311176087611,0.9620482614788022
7,31,rope,0.65,TRUE,Regression,1,4950,0.12075185114866148,NA,318,1,4631,0,81.3171063365846,22.95695780988322,6.5804119758321,0.712311176087611,0.9620482614788022
7,31,rope,0.8,TRUE,Regression,1,4950,0.12075185114866148,NA,318,1,4631,0,81.3171063365846,22.95695780988322,6.5804119758321,0.712311176087611,0.9620482614788022
7,31,rope,0.2,TRUE,TrueDiag,1,4950,0.12072892938496584,NA,318,0,4632,0,100.1781577440654,18.837815292653048,4.336236727686939,0.7166808528447732,0.964300844005605
7,31,rope,0.35,TRUE,TrueDiag,1,4950,0.12072892938496584,NA,318,0,4632,0,100.1781577440654,18.837815292653048,4.336236727686939,0.7166808528447732,0.964300844005605
7,31,rope,0.5,TRUE,TrueDiag,1,4950,0.12072892938496584,NA,318,0,4632,0,100.1781577440654,18.837815292653048,4.336236727686939,0.7166808528447732,0.964300844005605
7,31,rope,0.65,TRUE,TrueDiag,1,4950,0.12072892938496584,NA,318,0,4632,0,100.1781577440654,18.837815292653048,4.336236727686939,0.7166808528447732,0.964300844005605
7,31,rope,0.8,TRUE,TrueDiag,1,4950,0.12072892938496584,NA,318,0,4632,0,100.1781577440654,18.837815292653048,4.336236727686939,0.7166808528447732,0.964300844005605
7,31,rope,0.2,FALSE,None,1,4950,0.12072892938496584,NA,318,0,4632,0,44.321885175588505,50.67882509783402,15.312567883612356,0.6938341767854126,0.9203958516635709
7,31,rope,0.35,FALSE,None,1,4950,0.12072892938496584,NA,318,0,4632,0,44.321885175588505,50.67882509783402,15.312567883612356,0.6938341767854126,0.9203958516635709
7,31,rope,0.5,FALSE,None,1,4950,0.12072892938496584,NA,318,0,4632,0,44.321885175588505,50.67882509783402,15.312567883612356,0.6938341767854126,0.9203958516635709
7,31,rope,0.65,FALSE,None,1,4950,0.12072892938496584,NA,318,0,4632,0,44.321885175588505,50.67882509783402,15.312567883612356,0.6938341767854126,0.9203958516635709
7,31,rope,0.8,FALSE,None,1,4950,0.12072892938496584,NA,318,0,4632,0,44.321885175588505,50.67882509783402,15.312567883612356,0.6938341767854126,0.9203958516635709
7,31,rope,0.2,FALSE,None,1,4950,0.12072892938496584,NA,318,0,4632,0,44.321885175588505,50.67882509783402,15.312567883612356,0.6938341767854126,0.9203958516635709
7,31,rope,0.35,FALSE,None,1,4950,0.12072892938496584,NA,318,0,4632,0,44.321885175588505,50.67882509783402,15.312567883612356,0.6938341767854126,0.9203958516635709
7,31,rope,0.5,FALSE,None,1,4950,0.12072892938496584,NA,318,0,4632,0,44.321885175588505,50.67882509783402,15.312567883612356,0.6938341767854126,0.9203958516635709
7,31,rope,0.65,FALSE,None,1,4950,0.12072892938496584,NA,318,0,4632,0,44.321885175588505,50.67882509783402,15.312567883612356,0.6938341767854126,0.9203958516635709
7,31,rope,0.8,FALSE,None,1,4950,0.12072892938496584,NA,318,0,4632,0,44.321885175588505,50.67882509783402,15.312567883612356,0.6938341767854126,0.9203958516635709
7,31,rope,0.2,FALSE,None,1,4950,0.12072892938496584,NA,318,0,4632,0,44.321885175588505,50.67882509783402,15.312567883612356,0.6938341767854126,0.9203958516635709
7,31,rope,0.35,FALSE,None,1,4950,0.12072892938496584,NA,318,0,4632,0,44.321885175588505,50.67882509783402,15.312567883612356,0.6938341767854126,0.9203958516635709
7,31,rope,0.5,FALSE,None,1,4950,0.12072892938496584,NA,318,0,4632,0,44.321885175588505,50.67882509783402,15.312567883612356,0.6938341767854126,0.9203958516635709
