model,rep,method,alpha,penalize_diag,target,lambda,KL,L2,SP,edges,F1,MCC,TP,TN,FP,FN,PRAUC,ROCAUC
2,63,rope,0.35,TRUE,Regression,0.012589254117941675,109.7236487147998,74.79296870869437,13.94750239845781,4950,0.0392156862745098,NA,99,0,4851,0,0.3864754614646833,0.9223652730146237
2,63,rope,0.5,TRUE,Regression,0.012589254117941675,109.28861718938663,74.80065652608141,13.96282077760529,4950,0.03922345483359747,NA,99,1,4850,0,0.37760859636329097,0.9224839614450004
2,63,rope,0.65,TRUE,Regression,0.012589254117941675,110.14695795457158,74.76549998212585,13.94886351483448,4950,0.0392156862745098,NA,99,0,4851,0,0.381342714387907,0.9220820865842511
2,63,rope,0.8,TRUE,Regression,0.011885022274370183,110.22395066410277,74.9405401409189,13.966412995202536,4950,0.0392156862745098,NA,99,0,4851,0,0.40299417410351207,0.9231835985082738
2,63,rope,0.2,TRUE,TrueDiag,0.007943282347242814,120.9321774069864,75.52696572332421,13.970476478499954,4950,0.0392156862745098,NA,99,0,4851,0,0.42468491024009,0.9206224271159337
2,63,rope,0.35,TRUE,TrueDiag,0.008413951416451947,120.32107459644448,75.39982221658022,13.956370815694488,4950,0.0392156862745098,NA,99,0,4851,0,0.4174496199517168,0.9204287775716348
2,63,rope,0.5,TRUE,TrueDiag,0.008413951416451947,120.32107459644448,75.39982221658022,13.956370815694488,4950,0.0392156862745098,NA,99,0,4851,0,0.4174496199517168,0.9204287775716348
2,63,rope,0.65,TRUE,TrueDiag,0.008912509381337459,119.72890139893471,75.26577761941755,13.94139521761804,4950,0.0392156862745098,NA,99,0,4851,0,0.40643584273530103,0.9201226863564526
2,63,rope,0.8,TRUE,TrueDiag,0.008912509381337459,119.72890139893471,75.26577761941755,13.94139521761804,4950,0.0392156862745098,NA,99,0,4851,0,0.40643584273530103,0.9201226863564526
2,63,rope,0.2,FALSE,None,0.3981071705534973,44.79490110123538,83.1481625174025,15.38178493181888,4950,0.03922345483359747,NA,99,1,4850,0,0.7611875798547153,0.986273787139588
2,63,rope,0.35,FALSE,None,0.3981071705534973,44.79490110123538,83.1481625174025,15.38178493181888,4950,0.03922345483359747,NA,99,1,4850,0,0.7611875798547153,0.986273787139588
2,63,rope,0.5,FALSE,None,0.3981071705534973,44.79490110123538,83.1481625174025,15.38178493181888,4950,0.03922345483359747,NA,99,1,4850,0,0.7611875798547153,0.986273787139588
2,63,rope,0.65,FALSE,None,0.3981071705534973,44.79490110123538,83.1481625174025,15.38178493181888,4950,0.03922345483359747,NA,99,1,4850,0,0.7611875798547153,0.986273787139588
2,63,rope,0.8,FALSE,None,0.4216965034285822,45.945345364117145,83.2553928276051,15.399466024037961,4950,0.0392156862745098,NA,99,0,4851,0,0.7634760462114966,0.9864507786585709
2,63,rope,0.2,FALSE,None,0.3981071705534973,44.79490110123538,83.1481625174025,15.38178493181888,4950,0.03922345483359747,NA,99,1,4850,0,0.7611875798547153,0.986273787139588
2,63,rope,0.35,FALSE,None,0.3981071705534973,44.79490110123538,83.1481625174025,15.38178493181888,4950,0.03922345483359747,NA,99,1,4850,0,0.7611875798547153,0.986273787139588
2,63,rope,0.5,FALSE,None,0.3981071705534973,44.79490110123538,83.1481625174025,15.38178493181888,4950,0.03922345483359747,NA,99,1,4850,0,0.7611875798547153,0.986273787139588
2,63,rope,0.65,FALSE,None,0.3981071705534973,44.79490110123538,83.1481625174025,15.38178493181888,4950,0.03922345483359747,NA,99,1,4850,0,0.7611875798547153,0.986273787139588
2,63,rope,0.8,FALSE,None,0.3981071705534973,44.79490110123538,83.1481625174025,15.38178493181888,4950,0.03922345483359747,NA,99,1,4850,0,0.7611875798547153,0.986273787139588
2,63,rope,0.2,FALSE,None,0.3981071705534973,44.79490110123538,83.1481625174025,15.38178493181888,4950,0.03922345483359747,NA,99,1,4850,0,0.7611875798547153,0.986273787139588
2,63,rope,0.35,FALSE,None,0.3981071705534973,44.79490110123538,83.1481625174025,15.38178493181888,4950,0.03922345483359747,NA,99,1,4850,0,0.7611875798547153,0.986273787139588
2,63,rope,0.5,FALSE,None,0.3981071705534973,44.79490110123538,83.1481625174025,15.38178493181888,4950,0.03922345483359747,NA,99,1,4850,0,0.7611875798547153,0.986273787139588
2,63,rope,0.65,FALSE,None,0.3981071705534973,44.79490110123538,83.1481625174025,15.38178493181888,4950,0.03922345483359747,NA,99,1,4850,0,0.7611875798547153,0.986273787139588
2,63,rope,0.8,FALSE,None,0.4216965034285822,45.945345364117145,83.2553928276051,15.399466024037961,4950,0.0392156862745098,NA,99,0,4851,0,0.7634760462114966,0.9864507786585709
2,63,rope,0.2,FALSE,None,0.3981071705534973,44.79490110123538,83.1481625174025,15.38178493181888,4950,0.03922345483359747,NA,99,1,4850,0,0.7611875798547153,0.986273787139588
2,63,rope,0.35,FALSE,None,0.3981071705534973,44.79490110123538,83.1481625174025,15.38178493181888,4950,0.03922345483359747,NA,99,1,4850,0,0.7611875798547153,0.986273787139588
2,63,rope,0.5,FALSE,None,0.3981071705534973,44.79490110123538,83.1481625174025,15.38178493181888,4950,0.03922345483359747,NA,99,1,4850,0,0.7611875798547153,0.986273787139588
2,63,rope,0.65,FALSE,None,0.3981071705534973,44.79490110123538,83.1481625174025,15.38178493181888,4950,0.03922345483359747,NA,99,1,4850,0,0.7611875798547153,0.986273787139588
2,63,rope,0.8,FALSE,None,0.3981071705534973,44.79490110123538,83.1481625174025,15.38178493181888,4950,0.03922345483359747,NA,99,1,4850,0,0.7611875798547153,0.986273787139588
2,63,rope,0.2,FALSE,None,0.3981071705534973,44.79490110123538,83.1481625174025,15.38178493181888,4950,0.03922345483359747,NA,99,1,4850,0,0.7611875798547153,0.986273787139588
2,63,rope,0.35,FALSE,None,0.3981071705534973,44.79490110123538,83.1481625174025,15.38178493181888,4950,0.03922345483359747,NA,99,1,4850,0,0.7611875798547153,0.986273787139588
2,63,rope,0.5,FALSE,None,0.3981071705534973,44.79490110123538,83.1481625174025,15.38178493181888,4950,0.03922345483359747,NA,99,1,4850,0,0.7611875798547153,0.986273787139588
2,63,rope,0.65,FALSE,None,0.4216965034285822,45.945345364117145,83.2553928276051,15.399466024037961,4950,0.0392156862745098,NA,99,0,4851,0,0.7634760462114966,0.9864507786585709
