model,rep,method,alpha,penalize_diag,target,lambda,KL,L2,SP,edges,F1,MCC,TP,TN,FP,FN,PRAUC,ROCAUC
5,47,glasso,0.2,TRUE,None,0.042169650342858224,54.14568844150796,148.2756544649556,42.46231653493133,1820,0.19543650793650794,NA,197,3131,1622,0,0.9460778762132139,0.9978181025929656
5,47,glasso,0.35,TRUE,None,0.04466835921509633,53.22320770703885,148.76868004663606,42.565325046638286,1741,0.20340733092410945,NA,197,3210,1543,0,0.9386497213964929,0.997465666888452
5,47,glasso,0.5,TRUE,None,0.042169650342858224,54.14568844150796,148.2756544649556,42.46231653493133,1820,0.19543650793650794,NA,197,3131,1622,0,0.9460778762132139,0.9978181025929656
5,47,glasso,0.65,TRUE,None,0.042169650342858224,54.14568844150796,148.2756544649556,42.46231653493133,1820,0.19543650793650794,NA,197,3131,1622,0,0.9460778762132139,0.9978181025929656
5,47,glasso,0.8,TRUE,None,0.04466835921509633,53.22320770703885,148.76868004663606,42.565325046638286,1741,0.20340733092410945,NA,197,3210,1543,0,0.9386497213964929,0.997465666888452
5,47,glasso,0.2,TRUE,Identity,0.042169650342858224,54.145688528121696,148.2756545362018,42.462316343290766,1820,0.19543650793650794,NA,197,3131,1622,0,0.9460778762132139,0.9978181025929656
5,47,glasso,0.35,TRUE,Identity,0.04466835921509633,53.22320471611022,148.7686799950316,42.56532463840195,1741,0.20340733092410945,NA,197,3210,1543,0,0.9386497213964929,0.997465666888452
5,47,glasso,0.5,TRUE,Identity,0.042169650342858224,54.145688528121696,148.2756545362018,42.462316343290766,1820,0.19543650793650794,NA,197,3131,1622,0,0.9460778762132139,0.9978181025929656
5,47,glasso,0.65,TRUE,Identity,0.042169650342858224,54.145688528121696,148.2756545362018,42.462316343290766,1820,0.19543650793650794,NA,197,3131,1622,0,0.9460778762132139,0.9978181025929656
5,47,glasso,0.8,TRUE,Identity,0.042169650342858224,54.145688528121696,148.2756545362018,42.462316343290766,1820,0.19543650793650794,NA,197,3131,1622,0,0.9460778762132139,0.9978181025929656
5,47,glasso,0.2,TRUE,vIdentity,0.042169650342858224,54.145688528121696,148.2756545362018,42.462316343290766,1820,0.19543650793650794,NA,197,3131,1622,0,0.9460778762132139,0.9978181025929656
5,47,glasso,0.35,TRUE,vIdentity,0.042169650342858224,54.145688528121696,148.2756545362018,42.462316343290766,1820,0.19543650793650794,NA,197,3131,1622,0,0.9460778762132139,0.9978181025929656
5,47,glasso,0.5,TRUE,vIdentity,0.04466835921509633,53.22320471611022,148.7686799950316,42.56532463840195,1741,0.20340733092410945,NA,197,3210,1543,0,0.9386497213964929,0.997465666888452
5,47,glasso,0.65,TRUE,vIdentity,0.042169650342858224,54.145688528121696,148.2756545362018,42.462316343290766,1820,0.19543650793650794,NA,197,3131,1622,0,0.9460778762132139,0.9978181025929656
5,47,glasso,0.8,TRUE,vIdentity,0.04466835921509633,53.22320471611022,148.7686799950316,42.56532463840195,1741,0.20340733092410945,NA,197,3210,1543,0,0.9386497213964929,0.997465666888452
5,47,glasso,0.2,TRUE,Eigenvalue,0.0707945784384138,62.70608999846078,145.18925468244376,41.89838297240538,1093,0.3056633048875097,NA,197,3858,895,0,0.9376077937754399,0.9972819731273115
5,47,glasso,0.35,TRUE,Eigenvalue,0.07498942093324558,61.63023085229898,145.62638822480633,42.00179449684194,1028,0.3216326530612245,NA,197,3922,831,0,0.9271738389835391,0.9966924443124887
