model,rep,method,alpha,penalize_diag,target,lambda,KL,L2,SP,edges,F1,MCC,TP,TN,FP,FN,PRAUC,ROCAUC
5,96,glasso,1,TRUE,None,0.04466835921509633,49.325404739249336,142.86897683731758,40.73155447388497,1725,0.20499479708636836,NA,197,3225,1528,0,0.9454431419512779,0.9977711111656972
5,96,glasso,1,TRUE,Identity,0.04466835921509633,49.32540552256543,142.86897688660312,40.73155442507439,1725,0.20499479708636836,NA,197,3225,1528,0,0.9454431419512779,0.9977711111656972
5,96,glasso,1,TRUE,vIdentity,0.04466835921509633,49.32540552256543,142.86897688660312,40.73155442507439,1725,0.20499479708636836,NA,197,3225,1528,0,0.9454431419512779,0.9977711111656972
5,96,glasso,1,TRUE,Eigenvalue,0.07498942093324558,57.82768002274889,139.82227466688164,40.11669387277512,1033,0.3203252032520325,NA,197,3917,836,0,0.9308972035367231,0.9970363361211354
5,96,glasso,1,TRUE,MSC,0.04466835921509633,49.392260268177154,142.86649504135727,40.73096469994874,1725,0.20499479708636836,NA,197,3225,1528,0,0.9454351739838458,0.9977700431787138
5,96,glasso,1,TRUE,Regression,0.0707945784384138,47.26297279475489,139.7948248999909,40.13549758572278,1111,0.3012232415902141,NA,197,3839,914,0,0.9235032179923687,0.9962588415972385
5,96,glasso,1,TRUE,TrueDiag,0.0707945784384138,47.6579738950135,139.7373307887909,40.13458568904487,1114,0.3005339435545385,NA,197,3836,917,0,0.9248037375613342,0.9963165128943409
5,96,glasso,1,FALSE,None,0.05623413251903491,51.374403574339,141.9115114104376,40.53967413069931,1414,0.244568590937306,NA,197,3536,1217,0,0.9403849776310902,0.9975254741595209
5,96,glasso,1,FALSE,None,0.05623413251903491,51.374403574339,141.9115114104376,40.53967413069931,1414,0.244568590937306,NA,197,3536,1217,0,0.9403849776310902,0.9975254741595209
5,96,glasso,1,FALSE,None,0.05623413251903491,51.374403574339,141.9115114104376,40.53967413069931,1414,0.244568590937306,NA,197,3536,1217,0,0.9403849776310902,0.9975254741595209
5,96,glasso,1,FALSE,None,0.05956621435290106,50.17160704965096,142.3785016588978,40.654970688564575,1329,0.2581913499344692,NA,197,3621,1132,0,0.9317349411457204,0.9970833275484038
5,96,glasso,1,FALSE,None,0.05623413251903491,51.374403574339,141.9115114104376,40.53967413069931,1414,0.244568590937306,NA,197,3536,1217,0,0.9403849776310902,0.9975254741595209
5,96,glasso,1,FALSE,None,0.05623413251903491,51.374403574339,141.9115114104376,40.53967413069931,1414,0.244568590937306,NA,197,3536,1217,0,0.9403849776310902,0.9975254741595209
5,96,glasso,1,FALSE,None,0.05623413251903491,51.374403574339,141.9115114104376,40.53967413069931,1414,0.244568590937306,NA,197,3536,1217,0,0.9403849776310902,0.9975254741595209
5,96,rope,0,TRUE,None,0.08413951416451952,50.73209515032997,145.55709429512845,41.46017595577003,4950,0.0765643218033424,NA,197,1,4752,0,0.8623550386809918,0.9907469607760421
5,96,rope,0,TRUE,Identity,0.1412537544622754,51.669575139218296,145.8768894723534,41.53892178625689,4950,0.0765643218033424,NA,197,1,4752,0,0.8354700672198878,0.9892378951685337
5,96,rope,0,TRUE,vIdentity,0.1333521432163324,51.82849828932055,145.6254805310542,41.490843199240224,4950,0.07657920310981535,NA,197,2,4751,0,0.8385489227353146,0.9894130450338071
5,96,rope,0,TRUE,Eigenvalue,0.016788040181225608,163.80375656221884,125.65199727034235,37.43231457889093,4950,0.07654944627938605,NA,197,0,4753,0,0.9416553951483931,0.9925262270903442
5,96,rope,0,TRUE,MSC,0.14962356560944343,52.70285972887848,145.258232460728,41.433715913580535,4950,0.0765643218033424,NA,197,1,4752,0,0.8322354191014558,0.9890969208867282
5,96,rope,0,TRUE,Regression,0.009440608762859235,211.0920624723916,112.49432908104058,33.786589416062704,4950,0.07654944627938605,NA,197,0,4753,0,0.9025897920057685,0.9904030689673954
5,96,rope,0,TRUE,TrueDiag,0.005956621435290103,262.87837321381426,109.89745468877392,33.29493387358791,4950,0.07654944627938605,NA,197,0,4753,0,0.913442742873758,0.9909797819384177
5,96,rope,0,FALSE,None,0.08912509381337459,50.44621223527602,145.8731030849479,41.52031095418758,4950,0.07657920310981535,NA,197,2,4751,0,0.8591603416013696,0.9905931706504361
5,96,rope,0,FALSE,None,0.08413951416451952,50.73209515032997,145.55709429512845,41.46017595577003,4950,0.0765643218033424,NA,197,1,4752,0,0.8623550386809918,0.9907469607760421
5,96,rope,0,FALSE,None,0.07943282347242818,51.09618171141523,145.2362425202382,41.39895119611901,4950,0.07654944627938605,NA,197,0,4753,0,0.8655685289340401,0.9908922070057811
5,96,rope,0,FALSE,None,0.08413951416451952,50.73209515032997,145.55709429512845,41.46017595577003,4950,0.0765643218033424,NA,197,1,4752,0,0.8623550386809918,0.9907469607760421
5,96,rope,0,FALSE,None,0.08912509381337459,50.44621223527602,145.8731030849479,41.52031095418758,4950,0.07657920310981535,NA,197,2,4751,0,0.8591603416013696,0.9905931706504361
5,96,rope,0,FALSE,None,0.08912509381337459,50.44621223527602,145.8731030849479,41.52031095418758,4950,0.07657920310981535,NA,197,2,4751,0,0.8591603416013696,0.9905931706504361
5,96,rope,0,FALSE,None,0.08413951416451952,50.73209515032997,145.55709429512845,41.46017595577003,4950,0.0765643218033424,NA,197,1,4752,0,0.8623550386809918,0.9907469607760421
5,96,gelnet,0.5,TRUE,None,0.05956621435290106,48.09342105978445,144.62803007811408,41.18528764595471,2396,0.151947551099113,NA,197,2554,2199,0,0.9110978099080981,0.9960281564088296
5,96,gelnet,0.5,TRUE,Identity,0.0707945784384138,47.739787865037414,144.66694861936992,41.20816204976061,2155,0.16751700680272108,NA,197,2795,1958,0,0.8991944865273233,0.9954129959064059
5,96,gelnet,0.5,TRUE,vIdentity,0.0707945784384138,47.739787865037414,144.66694861936992,41.20816204976061,2155,0.16751700680272108,NA,197,2795,1958,0,0.8991944865273233,0.9954129959064059
5,96,gelnet,0.5,TRUE,Eigenvalue,0.06683439175686148,93.14116473142033,132.66856065785146,38.7148720008116,2137,0.168808911739503,NA,197,2813,1940,0,0.9514524659725824,0.9980605356381916
5,96,gelnet,0.5,TRUE,MSC,0.07498942093324558,47.69264865023732,144.63944525918268,41.211759189806166,2055,0.17495559502664298,NA,197,2895,1858,0,0.895055045763693,0.9951983305227476
5,96,gelnet,0.5,TRUE,Regression,0.03548133892335755,111.53466557312623,116.97711921302093,34.27461698952786,2924,0.1262415892342198,NA,197,2026,2727,0,0.9307883977610034,0.9951289113688282
5,96,gelnet,0.5,TRUE,TrueDiag,0.0223872113856834,146.48183863777084,112.86933327314249,33.13657715033058,3452,0.10797478761304467,NA,197,1498,3255,0,0.9489218695895522,0.9968740020996624
5,96,gelnet,0.5,FALSE,None,0.09440608762859236,48.45657611026414,143.970865204789,41.10793933488647,1714,0.20617477760334904,NA,197,3236,1517,0,0.8775677107174745,0.9942339382767603
5,96,gelnet,0.5,FALSE,None,0.1,47.83970503814757,144.3393728544481,41.19103709829414,1632,0.21553610503282275,NA,197,3319,1434,0,0.8681263591835278,0.9936647012146216
5,96,gelnet,0.5,FALSE,None,0.1,47.83970503814757,144.3393728544481,41.19103709829414,1632,0.21553610503282275,NA,197,3319,1434,0,0.8681263591835278,0.9936647012146216
5,96,gelnet,0.5,FALSE,None,0.1,47.83970503814757,144.3393728544481,41.19103709829414,1632,0.21553610503282275,NA,197,3319,1434,0,0.8681263591835278,0.9936647012146216
5,96,gelnet,0.5,FALSE,None,0.09440608762859236,48.45657611026414,143.970865204789,41.10793933488647,1714,0.20617477760334904,NA,197,3236,1517,0,0.8775677107174745,0.9942339382767603
5,96,gelnet,0.5,FALSE,None,0.1,47.83970503814757,144.3393728544481,41.19103709829414,1632,0.21553610503282275,NA,197,3319,1434,0,0.8681263591835278,0.9936647012146216
5,96,gelnet,0.5,FALSE,None,0.09440608762859236,48.45657611026414,143.970865204789,41.10793933488647,1714,0.20617477760334904,NA,197,3236,1517,0,0.8775677107174745,0.9942339382767603
