model,method,target,penalize_diag,KL_mean,KL_sd,L2_mean,L2_sd,SP_mean,SP_sd,F1_mean,F1_sd,MCC_mean,MCC_sd
2,gelnet,TrueDiag,TRUE,43.4791248522854,7.192759879708057,75.07656829862675,6.985646815321817,14.266001164295455,1.1436780271476297,0.057585543717979804,0.003611431134429947,NA,NA
2,gelnet,vIdentity,TRUE,73.5459277220752,13.732513024967592,82.97449226621627,7.048581095375201,15.753968019292078,1.1941175369386363,0.3317002952179933,0.030596927474828783,NA,NA
2,glasso,None,TRUE,57.64753102275258,14.79978884821709,83.40720833163428,7.104127462552365,15.79029096320832,1.1917136510036785,0.25481798190711435,0.019232820176371707,NA,NA
2,glasso,None,FALSE,57.8406500207636,16.224905352087028,82.73752229119506,7.058687354280588,15.698379060883045,1.188656723446835,0.4067781712255291,0.035782872953177315,NA,NA
2,glasso,Eigenvalue,TRUE,44.64817218285898,12.762204266235402,81.43279894301001,7.090333004091741,15.466089511024784,1.1906224090567414,0.4232229817555426,0.03776144188846343,NA,NA
2,glasso,Identity,TRUE,67.30791459600046,15.101440400767874,82.96327123861181,7.050271107405898,15.745218398528122,1.1928064015142184,0.3714283807718384,0.038973285404574044,NA,NA
2,glasso,MSC,TRUE,63.891439317688466,15.649367623028223,82.35148611359018,7.102102049029692,15.6424678165852,1.1924572257653636,0.41500358774835516,0.03958882487365716,NA,NA
2,glasso,Regression,TRUE,57.39357692615,14.52460819452103,81.49432292550011,7.0694618057926375,15.465206852426434,1.1895049718511486,0.38629950508773625,0.037748881315565905,NA,NA
2,glasso,TrueDiag,TRUE,57.871535294154796,14.084049906852417,81.45619951830996,7.084531755017735,15.466894975768751,1.1899329592176437,0.40551808595051503,0.034956917431703545,NA,NA
2,glasso,vIdentity,TRUE,67.44283049438503,15.332448306999526,82.96349068356469,7.050437104799393,15.745427067655733,1.193425524430396,0.3716467920914006,0.037542265010441674,NA,NA
2,rope,None,TRUE,48.15583383308253,6.083901633688888,83.83633019421997,7.109146569920728,15.87434264709074,1.190611139721662,0.03922710922799628,9.140527905078962e-6,NA,NA
2,rope,None,FALSE,48.170598276046064,5.996190742415518,83.83799362608508,7.077077674917113,15.874589188856607,1.18456599498644,0.03922607656510555,8.69312612117282e-6,NA,NA
2,rope,Eigenvalue,TRUE,42.83204894439206,4.109555292248734,78.33440821714284,7.063669801784277,14.942546180742747,1.163837264619663,0.039219648824739925,6.1989490269158466e-6,NA,NA
2,rope,Identity,TRUE,44.407413813909706,5.792792594723453,82.52882910939661,7.03555241603992,15.696212745717935,1.18449152597844,0.03922547712255458,8.81238383130012e-6,NA,NA
2,rope,MSC,TRUE,41.32507750729855,5.765387837956744,82.21667130778987,7.060931652334561,15.6459268251054,1.1840815509874656,0.03922438937004661,9.127879733299996e-6,NA,NA
2,rope,Regression,TRUE,102.6709908907121,22.83095462304431,75.095437080726,7.179598375083462,14.394583242234498,1.168377425371599,0.03921692924396383,2.862348506708994e-6,NA,NA
2,rope,TrueDiag,TRUE,112.06175611322219,26.9605834466629,75.62130372012184,7.147947000403971,14.427369206662204,1.1674985522412196,0.03921724007868191,3.6624901012839755e-6,NA,NA
2,rope,vIdentity,TRUE,44.407413813909706,5.792792594723453,82.52882910939661,7.03555241603992,15.696212745717935,1.18449152597844,0.03922547712255458,8.81238383130012e-6,NA,NA
3,gelnet,None,TRUE,99.87990882684758,1.1779555919636737,8.209567124663677,0.00539322112404694,1.089740452570415,0.012881280763430217,0,0,0,0
3,gelnet,None,FALSE,126.71569434483182,0.052086884141339475,8.000459325423943,0.0012450921816162667,0.8146918349103187,0.025167322346319132,0,0,0,0
3,gelnet,Eigenvalue,TRUE,179.10110610135618,1.2571451300978942,8.61963683576952,0.038842184781420853,1.3596330581714389,0.04613040598886196,0,0,0,0
3,gelnet,Identity,TRUE,126.70163339603849,0.01305657055699753,8.000412324503616,8.518409228503573e-4,0.8146015583168175,0.02418086953095291,0,0,0,0
3,gelnet,MSC,TRUE,133.87134296973542,0.4065601905320566,8.011303167605405,0.012167137240213524,0.888384549097553,0.03197299607431728,0,0,0,0
3,gelnet,Regression,TRUE,89.8877919966999,1.294924814775426,6.035389613168384,0.07229422640296637,0.7563800500810258,0.026886211495617623,0,0,0,0
3,gelnet,TrueDiag,TRUE,90.34345403528523,1.2311885184441271,5.961971065867758,0.07124220793512578,0.7524920545055549,0.026805262505118534,0,0,0,0
3,gelnet,vIdentity,TRUE,126.70339309473034,0.01819798888916423,8.000516833203937,0.0011726334786341833,0.8149235473930124,0.027049747735215776,0,0,0,0
3,glasso,None,TRUE,105.32112772955338,0.995874158269789,8.115326228097251,0.004804917548657559,1.0108107219375058,0.015808696213419873,0,0,0,0
3,glasso,None,FALSE,126.71842557441168,0.05882026022116425,8.000534737869962,0.0014395613774049677,0.8155046589497267,0.02912002595957233,0,0,0,0
3,glasso,Eigenvalue,TRUE,163.201992208785,1.0423488681573179,8.264387454687583,0.011904746230027626,1.1505274639844585,0.04147233358175193,0,0,0,0
3,glasso,Identity,TRUE,126.70169215210193,0.015960887844708713,8.00041299367258,0.0010097038905268975,0.8148126686853766,0.026643567391150126,0,0,0,0
3,glasso,MSC,TRUE,133.86925964732424,0.4054596603162568,8.011175419045282,0.012270157249173111,0.8890586334155305,0.03473849791101549,0,0,0,0
3,glasso,Regression,TRUE,97.86915877079628,1.0403055896752644,6.443046914951367,0.057846659356490464,0.766867882592663,0.02714690119317246,0,0,0,0
3,glasso,TrueDiag,TRUE,98.02777734122797,1.0607912832970656,6.452127990732241,0.060018390115352906,0.7685409380918382,0.027492224282992063,0,0,0,0
3,glasso,vIdentity,TRUE,126.70533984636262,0.022501780454002186,8.00066739861475,0.0014577295869728233,0.8183276842053945,0.029996686634413752,0,0,0,0
3,rope,None,TRUE,110.99283380994531,1.7489688684009548,8.691359397436134,0.013445181774870625,1.3490574391100096,0.011340874999650658,0,0,0,0
3,rope,None,FALSE,111.05181261124058,1.7014865982545702,8.691393252564103,0.013459880664571064,1.348985290398998,0.011379958384263329,0,0,0,0
3,rope,Eigenvalue,TRUE,273.5881609295659,11.081291696807565,11.852586036694806,0.22789579711794786,2.2785282996209633,0.0754508967686759,0,0,0,0
3,rope,Identity,TRUE,148.65743375743813,0.5317050151709738,8.636091928029096,0.013356065763022082,1.2503530101082811,0.012418268620914186,0,0,0,0
3,rope,MSC,TRUE,152.44160997121776,0.6608865912933396,8.675992281673548,0.01742520057020786,1.2790401548250288,0.01287871578617879,0,0,0,0
3,rope,Regression,TRUE,80.60037591570305,2.475321818848612,5.657556722276306,0.09707857237345656,1.0180144091000676,0.02733247081323769,0,0,0,0
3,rope,TrueDiag,TRUE,82.81845475874364,2.4003087740097375,5.533481111719992,0.11185242989058126,0.9652370632783421,0.02587651279520665,0,0,0,0
3,rope,vIdentity,TRUE,148.65743375743813,0.5317050151709738,8.636091928029096,0.013356065763022082,1.2503530101082811,0.012418268620914186,0,0,0,0
4,gelnet,None,TRUE,23.65358463345288,0.31030145473934373,25.564714998628553,0.11898356155418818,9.534240790603507,0.48866017817383484,0.33067883200614767,0.00932605381247835,NA,NA
4,gelnet,None,FALSE,26.33661100799396,0.08506124076078855,25.66684435199897,0.11101470576830738,9.556579084118734,0.48685451146213665,0.2934392748713285,0.047767191682202274,NA,NA
4,gelnet,Eigenvalue,TRUE,49.20255988828141,1.1804222836602385,22.878112403446053,0.20444260941480472,8.32262885050433,0.4676226499077616,0.29808612175249666,0.007209577434439994,NA,NA
4,gelnet,Identity,TRUE,26.057154688432593,0.10452613846028974,25.66765011597413,0.10791465355258764,9.55746978396264,0.48984382622540984,0.305546997831063,0.0359480762789579,NA,NA
4,gelnet,MSC,TRUE,27.81389850875636,0.15128639501034505,25.53039114891073,0.12068015868641725,9.504202921710865,0.48830913713026736,0.29943588935880755,0.05521480193590088,NA,NA
4,gelnet,Regression,TRUE,21.111745150342838,0.3186583552366707,24.96159976392589,0.10509431192140001,9.2981008364966,0.46411690796824057,0.3471387329147906,0.012066976067498144,NA,NA
4,gelnet,TrueDiag,TRUE,25.06366543932382,0.14120424521060376,24.57629811562674,0.10039204541066855,9.128089960328738,0.4636440282393113,0.3485690125046879,0.010957654186463708,NA,NA
4,gelnet,vIdentity,TRUE,26.083623661846286,0.12146178913135548,25.686436622416693,0.10479237939740763,9.563542834331011,0.48743114064876025,0.2938961010964635,0.05050559597395344,NA,NA
4,glasso,None,TRUE,23.86793467661113,0.251353048407825,25.719002358174258,0.11890603902296956,9.588575373656546,0.4884111415754745,0.3469364716146684,0.012027800219622225,NA,NA
4,glasso,None,FALSE,26.398441740263735,0.08782766631098235,25.69093087982356,0.11111718502720752,9.565098590997986,0.48688313402502337,0.26413690370101883,0.05892283127619259,NA,NA
4,glasso,Eigenvalue,TRUE,33.21768897484247,0.255794456514688,25.110763051368778,0.10444719127791284,9.320315389007845,0.48705875533051285,0.32290298727467975,0.01987363195720071,NA,NA
4,glasso,Identity,TRUE,26.140445883417602,0.10645092352421642,25.698711112891452,0.10073023809785331,9.56819286308997,0.4868150290494511,0.2745246261666435,0.05198898802079033,NA,NA
4,glasso,MSC,TRUE,27.890399571850914,0.14449510583537822,25.549652307052614,0.1075424844341492,9.510064551371324,0.4894043795353786,0.27676773698569807,0.05512108627724579,NA,NA
4,glasso,Regression,TRUE,21.51927946773902,0.3313652183914167,25.091413404391943,0.10887514935964537,9.346616925169846,0.4679269079499898,0.33810495667112334,0.017399321194087686,NA,NA
4,glasso,TrueDiag,TRUE,25.072424438775457,0.10541284909573156,25.135272055092837,0.10164224458897818,9.355194993860746,0.47753020909077115,0.3168746263967975,0.022743273039891876,NA,NA
4,glasso,vIdentity,TRUE,26.141547112117753,0.1220006629304849,25.69516960912381,0.11453045617774604,9.566286134991005,0.49126470385283705,0.2713523199599082,0.06084371825237624,NA,NA
4,rope,None,TRUE,28.269239360205958,0.3709989567168817,24.57584302678431,0.08566343850142209,9.154060041780026,0.48404120572522075,0.16669723268591735,2.8610260743310483e-5,NA,NA
4,rope,None,FALSE,28.28259409833243,0.40345283975341917,24.573070995710175,0.09096282313947487,9.153019617504771,0.48138957835900603,0.16669749761212296,3.395185784297482e-5,NA,NA
4,rope,Eigenvalue,TRUE,119.47075999492637,3.1794428982064935,19.49526456414602,0.2642100257454221,5.044415552750919,0.3228666694411506,0.16667654561108167,1.748640891027921e-5,NA,NA
4,rope,Identity,TRUE,30.23053035097783,0.1572468532129771,24.49295006238563,0.07817368384730207,9.102683498355054,0.4892768014368666,0.16669167472873303,5.5109029991857126e-5,NA,NA
4,rope,MSC,TRUE,31.15968514414473,0.18207103845290598,24.413253070275307,0.07854869866836622,9.067674793438497,0.48875818177492003,0.16669600029244128,5.8781824951243125e-5,NA,NA
4,rope,Regression,TRUE,23.248186694819445,0.30267258063642966,23.915959442039185,0.09180635679262786,8.877915988113095,0.4579391012138815,0.16670526378460787,3.656699211988403e-5,NA,NA
4,rope,TrueDiag,TRUE,33.89911093989428,0.3923579846036754,22.795937810369747,0.08711939761331511,8.206718036089693,0.440638957300673,0.16668179338154468,4.896704026504817e-5,NA,NA
4,rope,vIdentity,TRUE,30.23053035097783,0.1572468532129771,24.49295006238563,0.07817368384730207,9.102683498355054,0.4892768014368666,0.16669167472873303,5.5109029991857126e-5,NA,NA
5,gelnet,None,TRUE,44.69276746134997,4.2851306197067105,141.3523561729823,10.314265985808264,42.938348685903925,3.903008528242633,0.15033700203922196,0.0032726324995216933,NA,NA
5,gelnet,None,FALSE,45.56366773072559,4.397782742449873,140.80095019100924,10.226364477767756,42.86964254858282,3.8846354636869243,0.20311417216868727,0.006666085681400246,NA,NA
5,gelnet,Eigenvalue,TRUE,85.9387820907263,16.468915464667877,129.00968141429112,10.023262378457677,40.29337301324575,3.844255797792216,0.16737363226598248,0.00558417180877183,NA,NA
5,gelnet,Identity,TRUE,44.771047270858496,4.241669713364731,141.27918582221193,10.31445828843501,42.934389880645476,3.905628738895722,0.1638101046615176,0.004452622477794931,NA,NA
5,gelnet,MSC,TRUE,44.883103011646654,4.288351547098033,141.28177465466317,10.290910641636726,42.94133166772488,3.9006811674812263,0.17001820547474317,0.004558170856877664,NA,NA
5,gelnet,Regression,TRUE,108.56207389894256,28.94236965017121,114.00359671345394,8.552530056706587,34.74779972786184,3.11696715696883,0.1242900566051673,0.005361713667013253,NA,NA
5,gelnet,TrueDiag,TRUE,139.87756852279762,34.00027037354709,109.3668493298358,8.353986741988127,33.11231345109111,2.9422308452348576,0.10962182003877344,0.0031339483025338713,NA,NA
5,gelnet,vIdentity,TRUE,44.75836768761273,4.240714559173699,141.29495651025692,10.311176205979658,42.9376067968068,3.9039226630005732,0.16404389801353267,0.0038525691073736565,NA,NA
5,glasso,None,TRUE,46.02876070436076,5.237894053813926,139.40145691842497,10.284960145071738,42.48153183723592,3.8896938440298885,0.1980097842657487,0.005002416387056128,NA,NA
5,glasso,None,FALSE,47.394178953823705,5.6826971718312995,138.61071766431763,10.184954221205336,42.32698636304307,3.866557080916138,0.24068327033655018,0.007926516779121599,NA,NA
5,glasso,Eigenvalue,TRUE,52.74958754109181,7.668839740251698,136.4704439628889,10.166419205666752,41.892804861085914,3.8682431156340455,0.31310795931281593,0.01227979576315399,NA,NA
5,glasso,Identity,TRUE,45.95896608005088,5.173603952512103,139.42514177541423,10.292894017074637,42.487407110820676,3.8902576205849653,0.19840803304398705,0.0054416864864652555,NA,NA
5,glasso,MSC,TRUE,46.02278994483497,5.121036593817449,139.42471722025678,10.254085314271299,42.4876470587501,3.8776397383628756,0.19846591311767858,0.005683100978823409,NA,NA
5,glasso,Regression,TRUE,44.77150404417059,4.469382461316092,136.37772862058785,10.146148862269637,41.784963256098436,3.8643274598068373,0.292867226149553,0.01416958139098494,NA,NA
5,glasso,TrueDiag,TRUE,45.581614293385485,4.4284965862647825,136.4470527102488,10.15503818318977,41.83028024702497,3.857580851277455,0.3003683641708572,0.013746968817971477,NA,NA
5,glasso,vIdentity,TRUE,45.963908115095855,5.117826629084853,139.39974128258334,10.20260170706605,42.4811202734404,3.873144396450478,0.19798987424883754,0.005695324083677026,NA,NA
5,rope,None,TRUE,46.90856018437481,4.301230580060907,142.20004400622022,10.353405128406346,43.14638741448868,3.9226016474817733,0.07655911664224622,1.2217596675586572e-5,NA,NA
5,rope,None,FALSE,46.875070342952405,4.241314933663365,142.2058049430881,10.285868687960473,43.147479505010025,3.8963146274230223,0.07655909544106695,1.2324143382327142e-5,NA,NA
5,rope,Eigenvalue,TRUE,161.42327822488778,31.805914949403004,121.95092165324009,9.66469296820125,38.59155079189171,3.766546098845556,0.07655257025506722,6.784411819064238e-6,NA,NA
5,rope,Identity,TRUE,47.893422790453336,4.266781046505606,142.16099419401388,10.327159239508438,43.16207073981169,3.9145106010171653,0.07655896765577347,1.1490775668833187e-5,NA,NA
5,rope,MSC,TRUE,48.63493345470938,4.440462311519351,141.95295365649432,10.292608929920616,43.13279378211588,3.9068338419232416,0.07655956365996192,1.4326253580646506e-5,NA,NA
5,rope,Regression,TRUE,208.5785124705248,45.31416335134676,109.39547170896337,8.464297717457066,34.13563229971348,3.101716258124899,0.07655123134226081,4.858325779946668e-6,NA,NA
5,rope,TrueDiag,TRUE,256.79184771076467,52.996091075233025,106.53167708187608,8.391699292554074,33.16495128691029,3.0136338319120504,0.07655063632130256,4.055959236519546e-6,NA,NA
5,rope,vIdentity,TRUE,47.95272826128527,4.353108326176621,142.1673517478018,10.329573687503022,43.163421080049,3.9176400988813582,0.07656090199434801,1.266403724032804e-5,NA,NA
6,gelnet,None,TRUE,290.1440480355131,9.518880465039526,701.045340862739,49.448557218478804,153.3838528024512,9.688743060868395,0.24979388824976684,0.012451572233459446,NA,NA
6,gelnet,None,FALSE,274.24906559350075,9.418530709372353,699.995557521197,49.2240249672911,153.2829869362379,9.648266836293551,0.2959537546720873,0.05394155110739267,NA,NA
6,gelnet,Eigenvalue,TRUE,253.7269133331933,9.357376163074054,697.5612821826107,49.42463451445552,152.9017686452157,9.686941523984025,0.25673646647594467,0.013752461012707082,NA,NA
6,gelnet,Identity,TRUE,274.81063100910006,9.348136037321582,700.0412562230855,49.43109291037622,153.28973900935372,9.689857589038624,0.2962014430702998,0.06014006321699791,NA,NA
6,gelnet,MSC,TRUE,270.1175785962685,9.44539706207226,699.6288176935493,49.43342479861414,153.23318868755553,9.690230310319462,0.29747524303125283,0.053510598481591794,NA,NA
6,gelnet,Regression,TRUE,156.73553164787168,16.314232873968027,688.4865972006418,49.13222653505081,151.15713134082634,9.551422466771035,0.0951233376675824,0.00635235474452994,NA,NA
6,gelnet,TrueDiag,TRUE,153.32500277943237,16.395742955539955,688.0509771609452,49.08772585706965,151.0488797658897,9.533819878892174,0.09508492387225714,0.006295556962005158,NA,NA
6,gelnet,vIdentity,TRUE,274.7877620764206,9.394056839633013,700.0420443515562,49.42959235308747,153.29034354245078,9.6891605645264,0.297649071497649,0.05456943731034596,NA,NA
6,glasso,None,TRUE,285.5507561991086,9.569512252140598,700.8030955654078,49.452610338980875,153.36622213105045,9.690772584721666,0.3027789338398561,0.02020491105855333,NA,NA
6,glasso,None,FALSE,274.2542621042431,9.421670990277162,700.0007569815208,49.22511226605267,153.28547475286365,9.648497051135482,0.2756483098002892,0.0710973972271764,NA,NA
6,glasso,Eigenvalue,TRUE,259.04277360896566,9.326452118331243,698.4827772542087,49.41736184885411,153.0678759535765,9.687991003243887,0.31769172171005283,0.026606955063955585,NA,NA
6,glasso,Identity,TRUE,274.7906109496395,9.386217286099216,700.0440241180222,49.42925591884166,153.29157950644668,9.68903987312763,0.2796611396989944,0.06749994150189362,NA,NA
6,glasso,MSC,TRUE,270.122492553869,9.417635067809572,699.6312106580889,49.43538641359068,153.23449020958336,9.69099644066706,0.27676403950517153,0.07656145872647434,NA,NA
6,glasso,Regression,TRUE,259.0215773811338,9.258469478486559,698.4805284737087,49.41596549483981,153.06787233964033,9.688250816844771,0.3176245290285752,0.02676779767894539,NA,NA
6,glasso,TrueDiag,TRUE,259.0506242978937,9.226410531929675,698.4830129125627,49.410734747276074,153.06800428301557,9.688270640490078,0.31690353006833644,0.027096575532570052,NA,NA
6,glasso,vIdentity,TRUE,274.7877232583169,9.39103139410395,700.0447115840589,49.42922311768656,153.29157911089882,9.688901537559858,0.2757257851939899,0.07468489318856544,NA,NA
6,rope,None,TRUE,304.77239024545725,9.172247261433744,701.1173494092585,49.44175488055478,153.3556487735444,9.680925770653145,0.09480055364429901,0.006290315976389359,NA,NA
6,rope,None,FALSE,304.7035877930295,9.106878429051049,701.1095266789101,49.23178129598292,153.35460771737482,9.640016497877415,0.09480347175635417,0.006263560108843201,NA,NA
6,rope,Eigenvalue,TRUE,252.2802679368663,12.61384562279026,694.6283859036398,49.39575297379609,152.41689736506655,9.672321879009173,0.09477865978958638,0.006293392836354159,NA,NA
6,rope,Identity,TRUE,279.0008684246489,9.283753560378543,699.3696195027103,49.42080088133796,153.13593484601856,9.680349375033618,0.09480295985235675,0.006279835860916079,NA,NA
6,rope,MSC,TRUE,276.7494729134712,9.29853237453361,699.1554927947681,49.42324187149774,153.10536485653896,9.681155144550184,0.09479246891131277,0.006283342249904955,NA,NA
6,rope,Regression,TRUE,121.78689703379189,16.32622575496683,684.2763163233448,48.6508114752628,150.24642808984166,9.403781824762458,0.09478358297815163,0.00628499295718686,NA,NA
6,rope,TrueDiag,TRUE,112.69556721700543,16.69648036182652,682.8303879553066,48.444184788780696,149.87941104284346,9.3191961638474,0.0947837129308703,0.00629145076779196,NA,NA
6,rope,vIdentity,TRUE,279.0008684246489,9.283753560378543,699.3696195027103,49.42080088133796,153.13593484601856,9.680349375033618,0.09480295985235675,0.006279835860916079,NA,NA
