model,rep,method,alpha,penalize_diag,target,lambda,KL,L2,SP,edges,F1,MCC,TP,TN,FP,FN,PRAUC,ROCAUC
2,93,glasso,1,TRUE,None,0.1188502227437019,56.95666415068354,82.52503298302358,15.951523769804135,528,0.3035143769968051,NA,95,4419,432,4,0.8671827921847213,0.9744153553677363
2,93,glasso,1,TRUE,Identity,0.1333521432163324,63.20533617146219,81.97395342769717,15.8898435922878,363,0.4069264069264069,NA,94,4582,269,5,0.8646062530957973,0.970354961696953
2,93,glasso,1,TRUE,vIdentity,0.1333521432163324,63.20533617146219,81.97395342769717,15.8898435922878,363,0.4069264069264069,NA,94,4582,269,5,0.8646062530957973,0.970354961696953
2,93,glasso,1,TRUE,Eigenvalue,0.1412537544622754,39.762302779682585,80.44652376557671,15.5641386978371,293,0.4642857142857143,NA,91,4649,202,8,0.8668542073431033,0.9564746621023678
2,93,glasso,1,TRUE,MSC,0.1412537544622754,62.74982697520096,81.37144071587876,15.770043487630048,303,0.4527363184079602,NA,91,4639,212,8,0.8503178986689542,0.9560686227352894
2,93,glasso,1,TRUE,Regression,0.1333521432163324,53.042156506465915,80.52325145557477,15.558298632594799,360,0.4095860566448802,NA,94,4585,266,5,0.8449849093772592,0.9700353358362017
2,93,glasso,1,TRUE,TrueDiag,0.1412537544622754,58.32034795744886,80.46109120032563,15.564097136271341,302,0.4538653366583541,NA,91,4640,211,8,0.8559164304701015,0.9562018869378176
2,93,glasso,1,FALSE,None,0.1412537544622754,52.86404318972342,81.76950824036246,15.830349147363297,302,0.4538653366583541,NA,91,4640,211,8,0.8637105154940656,0.9563184931150299
2,93,glasso,1,FALSE,None,0.1412537544622754,52.86404318972342,81.76950824036246,15.830349147363297,302,0.4538653366583541,NA,91,4640,211,8,0.8637105154940656,0.9563184931150299
2,93,glasso,1,FALSE,None,0.14962356560944343,57.814034821374605,81.80796163744363,15.84861016222031,258,0.5098039215686274,NA,91,4684,167,8,0.8640437443265029,0.9566329133428699
2,93,glasso,1,FALSE,None,0.1412537544622754,52.86404318972342,81.76950824036246,15.830349147363297,302,0.4538653366583541,NA,91,4640,211,8,0.8637105154940656,0.9563184931150299
2,93,glasso,1,FALSE,None,0.1412537544622754,52.86404318972342,81.76950824036246,15.830349147363297,302,0.4538653366583541,NA,91,4640,211,8,0.8637105154940656,0.9563184931150299
2,93,glasso,1,FALSE,None,0.1412537544622754,52.86404318972342,81.76950824036246,15.830349147363297,302,0.4538653366583541,NA,91,4640,211,8,0.8637105154940656,0.9563184931150299
2,93,glasso,1,FALSE,None,0.1412537544622754,52.86404318972342,81.76950824036246,15.830349147363297,302,0.4538653366583541,NA,91,4640,211,8,0.8637105154940656,0.9563184931150299
2,93,rope,0,TRUE,None,0.4216965034285822,47.76981832107634,82.98450204637109,16.065077116995937,4950,0.03923122647117099,NA,99,2,4849,0,0.8037033941716369,0.9814346307852801
